id,nome,indirizzo,numero-civico,cap,quartiere,citta,geolocazione,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzia.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,luoghi-da-visitare.orari.giorni,luoghi-da-visitare.orari.apertura,luoghi-da-visitare.orari.chiusura,luoghi-da-visitare.orari.note,luoghi-da-visitare.orari.visite,luoghi-da-visitare.orari.servizi,luoghi-da-visitare.orari.prezzi,luoghi-da-visitare.informazioni_storiche,luoghi-da-visitare.note,luoghi-da-visitare.gestore.nome,luoghi-da-visitare.gestore.indirizzo,luoghi-da-visitare.gestore.cap,luoghi-da-visitare.gestore.localita,luoghi-da-visitare.gestore.mobile,luoghi-da-visitare.gestore.telefono,luoghi-da-visitare.gestore.fax,luoghi-da-visitare.gestore.email,luoghi-da-visitare.gestore.web,icon
211,La Bella Vita,"Via Principe di Belmonte, 90",,90139,,Palermo,,091/434989,,3282208126,bblabellavita@hotmail.com,http://www.bblabellavita.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
226,Mondello Villa Alberoni,"Viale Regina Elena, 1/c",,90151,,Palermo,,091/847867,,3663364914,info@bbmondello.com,http://www.bbmondello.com,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
238,Oreto Centro,"Via Oreto, 29",,90127,,Palermo,,091/572772,,3280715971,info@bboretocentro.it,http://www.bboretocentro.it,accoglienza,Bed and Breakfast,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
239,Palazzo Amari Bajardi,"Via San Cristoforo, 15",,90133,,Palermo,,091/162017,,,info@palazzoamaribajardi.it,http://www.palazzoamaribajardi.it,accoglienza,Bed and Breakfast,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
240,Palazzo Caputo,"Via Roma, 97",,90133,,Palermo,,091/175818,,,,,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
244,Palermo Art,"Via Cavour, 32",,90133,,Palermo,,091/110009,,3386704365,info@bbpalermoart.com,http://www.bbpalermoart.it,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"L'Art Lincoln è un elegante bed and breakfast nel centro di Palermo,bellissima struttura seppure centrale molto silenziosa a breve distanza a piedi dalla stazione ferroviaria e dai mezzi pubblici. Servizi di alta qualità. Premiato per la qualità nel 2009. Terrazza fruibile dagli ospiti per rilassarsi col profumo dei fiori Le confortevoli camere hanno tutte bagno interno. Atmosfera accogliente e molto familiare ma non invadente. Il cordiale personale dell'Art Lincoln vi assisterà per l'intero soggiorno.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
248,Panormus,"Via Roma, 72",,90133,,Palermo,,091/175826,,3293539160,info@bbpanormus.com,http://www.bbpanormus.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il nostro B&B è situato nel centro storico di Palermo in un elegante palazzo Liberty degli anni 20, dista 300 metri dalla stazione centrale ed è ben collegato all' aeroporto Falcone-Borsellino/PuntaRaisi e Trapani - Birgi ed al porto, trovandosi nelle immediate vicinanze delle fermate di autobus, pullman e metropolitana. La posizione del bed and breakfast permette inoltre di raggiungere a piedi i monumenti più importanti della città di Palermo (i 4 Canti, il teatro Massimo, il teatro Politeama, la Cattedrale, il Palazzo dei Normanni, Piazza Pretoria, Piazza Marina), i caratteristici mercati della Vucciria, Capo e Ballarò e la zona commerciale che offre una grande varietà di negozi e boutique. B&B Panormus è il bed and breakfast a Palermo ideale per soggiornare e pernottare nella città in maniera comoda e confortevole.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
254,San Francesco,"Via Merlo, 30",,90133,,Palermo,,091/888391 - 0918430810,,3285516242,info@sanfrancescopalermo.it,http://www.sanfrancescopalermo.it,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
264,Vado al Massimo,"Via Donizetti, 19",,90134,,Palermo,,091/085851,,3899183238,bbvadoalmassimo@hotmail.com,http://www.vadoalmassimo.com,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
188,Delle Vittorie,"Via Bari, 52",,90133,,Palermo,,,,3348854473 - 3280124589,info@bbdellevittorie.it,http://www.bbdellevittorie.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
189,Dietro il Politeama,"Via G. Di Giovanni, 14",,90139,,Palermo,,091/27640,,3278757682,info@dietroilpoliteama.it,http://www.dietroilpoliteama.it,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il B&B Dietro il Politeama sorge a pochi metri dal Teatro Politeama, Via Ruggiero Settimo e Via Libertà, nel pieno centro di Palermo. La struttura moderna e confortevole offre descrizione ampie e luminose tutte dotate di Balcone e arredate con gusto e raffinatezza. Il cliente ha la possibilità di scegliere in base alle proprie esigenze fra camere con bagno condiviso o bagno privato. In prossimità della struttura si trovano le fermate da e per gli aeroporti di Palermo e Trapani, le principali linee bus per la città e i capoluoghi siciliani. In pochi minuti a piedi è possibile raggiungere i principali siti di interesse storico e artistico ma anche i mercati storici del Capo Vucciria e Ballarò, la sera basta uscire dal B&B per avere l'imbarazzo della scelta fra i locali più moderni e alla moda e quelli più storici e caratteristici.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
191,Eureka,"Via A. Narbone, 66",,90138,,Palermo,,091/791867,,3920002456,info@eurekabeb.com,http://www.eurekabeb.com,accoglienza,Bed and Breakfast,,,,,,,,,2,,,,"Il Bed and Breakfast EUREKA è situato nel centro di Palermo in via Alessio Narbone 66, vicino al Tribunale, Piazza Castelnuovo, Teatro Massimo, proprio nel cuore di Palermo in una zona ricca di negozi, di prestigiosi ristoranti, di pizzerie e di pub. A pochissimi passi dal b&b si trovano le Cliniche: Macchiarella, Demma, Noto, Orestano.L'appartamento, completamente ristrutturato, è dotato di ogni confort, una camera da letto matrimoniale, due descrizione doppie o singole e di una cucina interamente attrezzata. Le camere ampie e luminose sono arredate con gusto e dotate di aria condizionata, riscaldamento, televisione, collegamento wifi. Offriamo una ricca colazione in self service. La gestione familiare del b&b crea un'atmosfera calda ed accogliente ideale per una vacanza di piacere o un soggiorno di lavoro.Al vostro arrivo vi verranno fornite la mappa e la guida all'uso della città con tutte le informazioni per passare un piacevole soggiorno. Vi verranno forniti, inoltre, consigli per itinerari culturali, gastronomici e di svago, informazioni sulla città.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
193,Fumbi,"Via Arimondi, 48",,90143,,Palermo,,091/848925,,3472342905,info@fumbi.com,http://www.fumbi.com,accoglienza,Bed and Breakfast,,,,,,,,,2,4,,,,Giorgio Marchella,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
195,Giorgio's House,"Via A. Mongitore, 11 b",,90134,,Palermo,,091/25057,,,sugi@libero.it,,accoglienza,Bed and Breakfast,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
198,Houel 30,"Via Houel, 30",,90138,,Palermo,,091/077159,,3389143692,p.scaccianoce@tin.it,http://www.houel30.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,".... accoglienza, cordialità, ospitalità, calore, charme, luce, storia, romanticismo, colori .... A pochi passi dal centro storico di Palermo, da Piazza Politeama, dal Teatro Massimo, da via Libertà, via Ruggero Settimo e via Roma (le vie dello shopping), il B&B Houel 30 è un'elegante struttura in cui poter trascorrere il vostro soggiorno in pieno relax. La conduzione familiare crea un rapporto cordiale e diretto con gli ospiti. Il B&B HOUEL30 L'appartamento è ubicato al quarto piano di una palazzina di fine 800(con ascensore), recentemente ristrutturato in uno stile che unisce il moderno a ricordi del passato e alla tradizione siciliana. Dal B&B, grazie alla sua posizione centrale si possono raggiungere comodamente a piedi i più importanti monumenti della città, musei e mercati quali la Vucciria, Ballarò ed il Capo. Servito da mezzi pubblici, sono facilmente raggiungibili Mondello, Sferracavallo e Monreale. La zona è servita da numerosi ristoranti e locali tipici.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
200,Il banano,"Via Stesicoro, 3",,90151,,Palermo - Mondello,,091/55926,,,info@ilbanano.com,http://www.ilbanano.com,accoglienza,Bed and Breakfast,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
203,Il Glicine sul Golfo,"Via Saffo, 4",,90151,,Palermo - Mondello,,091/53260,,3391343286,mondello@ilglicine.net,http://www.sicily-accomodation.com,accoglienza,Bed and Breakfast,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
130,4 Quarti,"Corso Vittorio Emanuele, 376",,90134,,Palermo,,091/83687,,3478547209,info@quattroquarti.it,http://www.quattroquarti.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,Simona Arnone Di Valentino,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
132,A casa di Giù,"Via Simone Corleo, 7",,90124,,Palermo,,091/86455 - 3358428892,,,info@acasadigiu.com,http://www.acasadigiu.com,accoglienza,Bed and Breakfast,,,,,,,,,3,1,,,,Giuseppe Jaforte,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
133,A casa di Momò,"Via Lincoln, 81",,90133,,Palermo,,,,3281770710,gandolfosausa@virgilio.it,,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
135,Abalì Gran Sultanato,"Via S. Agostino, 5",,90134,,Palermo,,,,3383352997,sultano.abali@gmail.com,http://www.abali.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
136,Abatellis Luxury,"Via Alloro, 3",,90133,,Palermo,,091/169858,,3663667370,abatellisluxury@virgilio.it,http://www.abatellisluxury.it,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
137,Afea,"Via Principe di Belmonte, 25",,90139,,Palermo,,091/768392,,3331031315,info@bbafea.it,http://www.bbafea.it,accoglienza,Bed and Breakfast,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
139,Agramante,"Via Terrasanta, 82",,90141,,Palermo,,091/47417,,3927225398,amministrazione@bbagramante.it,http://www.bbagramante.it,accoglienza,Bed and Breakfast,,,,,,,,,3,5,,,"Il nostro accogliente B&B si trova in una posizione centralissima. A pochi passi dal teatro Politeama, difronte alla bella Villa Trabia ed alla Chiesa di Terrasanta a fianco del cinema-teatro Golden, sede delle maggiori manifestazioni concertistiche palermitane. A 100 metri dalla stazione Metro Notarbartolo, quindi facilmente raggiungibile sia dall'aeroporto che dalla stazione ferroviaria. Zafferano, menta, anice, gelsomino, cannella e limone si respirano attraverso l'allestimento tematico delle diverse stanze e sono gli elementi a cui ciascuna di esse si ispira.In ogni stanza è stata creata un'atmosfera unica legata agli odori di Sicilia usati nella nostra cucina e radicati nelle nostre tradizioni, creando un clima particolare in cui le sensazioni divengono le forme più intense del ricordo. 3 Stelle , frigobar, Camere 5 (bagni 5) Posti letto 10",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
141,Ai Girasoli,"Via Mariano Stabile, 200",,90141,,Palermo,,091/846949,,3285544026,info@aigirasoli.com,http://www.aigirasoli.weebly.com,accoglienza,Bed and Breakfast,,,,,,,,,2,4,,,,Giuseppe Marino,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
142,Ai Normanni,Via Cappuccini,,90129,,Palermo,,,,3935447956 - 3381504260,info@ainormanni.it,http://www.ainormanni.it,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
143,Al 316,Corso Vittorio Emanuele 316,,90134,,Palermo,,091/763595,,,beb-centrale316@hotmail.it,http://www.316-beb.com,accoglienza,Bed and Breakfast,,,,,,,,,3,5,,,,Fabrizio Farana,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
144,Al civico 10,"Via Ernesto Tricomi, 10",,90127,,Palermo,,,,3464768212,alcivico10@hotmail.it,http://www.alcivico10.it,accoglienza,Bed and Breakfast,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
153,Alla Vucciria,"Via Coltellieri, 46",,90133,,Palermo,,091/511184,,3312701303,info@allavucciria.com,http://www.allavucciria.com,accoglienza,Bed and Breakfast,,,,,,,,,1,4,,,,Claudio Cutrona,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
157,Antonella,"Via O. Antinori, 33",,90138,,Palermo,,091/20125,,3297633533,infobox@antonellaoddo.com,http://www.antonellaoddo.com,accoglienza,Bed and Breakfast,,,,,,,,,2,2,,,,Antonella Oddo,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
159,Art Lincoln,"Via Lincoln, 161",,90133,,Palermo,,091/177715,,3285445482,info@bedandbreakfastpalermoart.com,http://www.bedandbreakfast-palermoart.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"L'Art Lincoln è un elegante bed and breakfast nel centro di Palermo, bellissima struttura seppure centrale molto silenziosa. A breve distanza a piedi dalla stazione ferroviaria e dai mezzi pubblici. Servizi di alta qualità .Premiato per la qualità nel 2009. Terrazza fruibile dagli ospiti per rilassarsi col profumo dei fiori Le confortevoli descrizione hanno tutte bagno interno. Atmosfera accogliente e molto familiare ma non invadente. Il cordiale personale dell'Art Lincoln vi assisterà per l'intero soggiorno.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
161,Atlante,"Via Generale Luigi Cadorna, 5",,90134,,Palermo,,091/14777,,3336273406,info@bbatlante.com,http://www.bedandbreakfastatlante.com,accoglienza,Bed and Breakfast,,,,,,,,,2,2,,,,Emilio Aiovalasit,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
162,Atlantide,"Via Piccola del Teatro Santa Cecilia, 5",,90133,,Palermo,,091/161956,,3290670511 - 3296420099,bbatlantide@gmail.com,http://www.bbatlantide.com,accoglienza,Bed and Breakfast,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
163,Attarin,"Via Lattarini Grande, 17",,90133,,Palermo,,091/089696,,3806876160 - 3891799762,bebattarin@gmail.com,http://www.bebattarin.com,accoglienza,Bed and Breakfast,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
164,Attic 12,"Via Autonomia Siciliana, 51",,90143,,Palermo,,091/42666,,3333100546,francescomorra2@tin.it,http://www.wix.com/attic12/attic-12,accoglienza,Bed and Breakfast,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
165,Az-Zahar,"Via del bersagliere, 30",,90143,,Palermo,,,,3290424748,info@az-zahar.it,http://www.az-zahar.it,accoglienza,Bed and Breakfast,,,,,,,,,2,2,,,,Francesca Amenta,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
166,B&B Florio,"Via Mazzini, 49",,90139,,Palermo,,,,3393773444 - 3464743837,info@bbflorio.it,http://www.bbflorio.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
167,Baglio Judica,"Cortile del Secco Judica, 3",,90134,,Palermo,,,,3357909903,info@bagliojudica.it,http://www.bagliojudica.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
168,Balarm,"Via Gagini, 70",,90133,,Palermo,,091/081575,,3490635321,info@balarm-bb.it,http://www.balarm-bb.it,accoglienza,Bed and Breakfast,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
169,Benfratelli,"Via Ignazio Gioè, 13",,90146,,Palermo,,091/887232 - 0917542959,,3493010303,info@benfratellibb.it,http://www.benfratellibb.it,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
170,Carmelita,"Via Sampolo, 47",,90143,,Palermo,,091/253681,,3391222310,bnbcarmelita@libero.it,,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il B&B Carmelita sarà lieto di accogliere gli ospiti in un ambiente familiare e amichevole. Il B&B mette a disposizione degli ospiti due descrizione, una matrimoniale e una doppia, dotate di tutti i comfort, climatizzatore, tv, frigobar, connessione internet. Si segnala inoltre la disponibilità di parcheggio nel garage condominiale. A disposizione dei clienti phon e macchina caffè espresso. Il B&B è situato nelle vicinanze del porto per chi viaggia con la propria auto o in barca. Inoltre è in una zona tranquilla e ben servita: bar, ristoranti, supermercati e negozi per fare shopping e le fermate delle linee principali di autobus e metropolitana, situate in un raggio di 200 metri e da cui sono raggiungibili in 15 minuti il centro storico e la spiaggia di Mondello. Il Giardino Inglese, uno dei parchi principali della città, è raggiungibile a piedi in 5 min. Simpatia, cortesia, consigli e curiosità relative alla Città , renderanno ancor più soddisfacente la vostra vacanza: sarà un piacere poter partecipare alla programmazione di un itinerario, alla scelta di un'escursione o semplicemente darvi qualche notizia in più da aggiungere a quelle in vostro possesso. E' inoltre a disposizione una fornita bibliografia su Palermo e provincia e della Sicilia in generale.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
171,Casa Acquarello,"Via Orfeo, 9/11",,90149,,Palermo,,091/51763,,3287323324,info@casacquarello.it,,accoglienza,Bed and Breakfast,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
172,Casa c'un Pari,"Via E. Restivo, 95",,90144,,Palermo,,091/523375,,3495239315,casacunpari@hotmail.com,http://www.casacunpari.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il B&B Casa C'un Pari è un bellissimo appartamento ristrutturato nel 2009, dotato di tutti i comfort necessari a rendere il vostro soggiorno più confortevole possibile. L'appartamento è situato in via E. Restivo n°95, in un quartiere centralissimo e pieno di attività commerciali. La zona offre, infatti, numerosi ristoranti, negozi per lo shopping, oltre a numerosi impianti sportivi come la piscina comunale al chiuso e all'aperto, il bowling, il Circolo del Tennis, campi da golf, lo Stadio sede delle partite dell'U.S. Città di PALERMO, e tanto altro ancora. Inoltre vicinissimi sono anche i mezzi pubblici che vi permetteranno di raggiungere in breve tempo tutti i maggiori luoghi d'interesse come la spiaggia di Mondello o il centro storico.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
173,Casa Carlotta,"Via XX Settembre, 14",,90141,,Palermo,,091/118305,,3477001921,carlottanodice@hotmail.it,,accoglienza,Bed and Breakfast,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
174,Casa Mediterraneo,"Via V. Di Marco, 45",,90143,,Palermo,,091/2548894,,3389158839,info@casamediterraneo.it,http://www.casamediterraneo.it,accoglienza,Bed and Breakfast,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
175,Casa degli Artisti,"Via Lincoln, 101",,90133,,Palermo,,091/840398,,3343324090,info@casaartisti.it,http://www.casaartisti.it,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Una vacanza nel centro storico di Palermo, non c'è niente di meglio per trascorrere qualche giorno nel cuore antico della città. Gli ospiti del B&B saranno accolti da un atmosfera magica e mediterranea che le opere dell'artista Anna Maria Sannino (di fama nazionale ed estera) suscitano a chiunque le osservi. Una sala comune accoglierà gli ospiti per garantire loro un ottimo risveglio con una gradevole prima colazione sperando di ricreare un ambiente piacevole e cordiale. Approfittate del vostro soggiorno nel nostro bed & breakfast e troverete ospitalità, comfort e tanti buoni consigli sui percorsi da fare e le opere da visitare.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
176,Casa e Putia,"Via Belgio, 2",,90146,,Palermo,,091/17890,,3494654233 - 3332261976,casaeputia@gmail.com,,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
12,Ai Vicerè,"Via Pignatelli Aragona, 82",,90141,,Palermo,,091/073915,,3425605626,info@aivicere.com,http://www.bedandbreakfast-palermo.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Il B&B ai Vicerè è situato a pochi passi dal Teatro Massimo di Palermo, in centro città. Le descrizione ampie e confortevoli sono dotati di bagno privato. Il bed and breakfast è uno tra i più raccomandati da Tripadvisor vincitore del premio eccellenza 2013.",Luca Lepre,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
129,120 Rodionoff,"Via Sciuti, 120",,90144,,Palermo,,091/250535,,3337091711,bb.rodionoff@gmail.com,http://www.bb-rodionoff.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"120 Rodionoff B&B Palermo è un bed & breakfast moderno e raffinato situato in una elegante palazzina nel cuore di Palermo, Sicilia. 120 Rodionoff B&B Palermo si trova in una posizione strategica, nel centro di Palermo ma in una zona tranquilla. A soli 5 minuti a piedi dalla fermata della metropolitana Notarbartolo.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
131,A casa di amici,"Via Volturno, 6",,90138,,Palermo,,091/84884,,328 3172205,info@acasadiamici.com,http://www.acasadiamici.com,accoglienza,Bed and Breakfast,,,,,,,,,2,,,,"A casa di amici B&B e Guesthouse! Le due strutture si trovano al centro della città di Palermo. Gli appartamenti, arredati come musei di arte contemporanea sono curati nei minimi dettagli e offrono il massimo del comfort. Le camere sono rilassanti, spaziose e pulite. Il design con cui sono arredate le rende uniche e differenti le une dalle altre. La sala relax con altissimi tetti a volta, è il luogo dove gli ospiti in un atmosfera sobria e affascinante possono incontrarsi e rilassarsi, leggere un libro, guardare la Tv, suonare diversi strumenti musicali, tra cui chitarra, percussioni e tanti altri. La ricca colazione viene servita al mattino dalle 8:30 alle 10:00 nella breakfast room. Inoltre a vostra disposizione vi è anche una zona cucina confortevole e ben organizzata dove potrete preparare i vostri piatti preferiti. La reception è in Via Volturno n°6 ed è organizzata in base all'orario d'arrivo da voi indicato al momento della prenotazione. Dopo il check-in vi assegneremo la camera in base alla soluzione da voi scelta e vi consegneremo le chiavi così da farvi sentire a casa lontani da casa. Le opzioni di vendita delle camere sono: *standard = bagno in comune - *deluxe = bagno esterno riservato - *superior = bagno in camera",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
134,Abaco,"Via Divisi, 49",,90133,,Palermo,,091/843227,,3385852671,aiovalasit@libero.it,http://www.abacoroom.it,accoglienza,Bed and Breakfast,,,,,,,,,2,2,,,,Fabio Aiovalasit,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
138,Agata,"Via Roma, 188",,90133,,Palermo,,091/116581,,3479119815,zephir11475@yahoo.it,http://www.bbagata.it,accoglienza,Bed and Breakfast,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
140,Ai Cartari,"Via Alessandro Paternostro, 62",,90133,,Palermo,,091/116372,,3475190315 - 3342098758,rosiloria@tiscali.it,http://www.aicartari.it,accoglienza,Bed and Breakfast,,,,,,,,,3,1,,,,Rosi Loria,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
145,Al Galileo Siciliano,"Via Giovan Battista Odierna, 40",,90127,,Palermo,,091/163031,,3495606837 - 3207954275,info@algalileosiciliano.it,http://www.algalileosiciliano.it,accoglienza,Bed and Breakfast,,,,,,,,,3,5,,,,Giovanni Medico,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
146,Al Giardino dell'Alloro,"Vicolo S. Carlo, 8",,90133,,Palermo,,091/176904,,3382243541,info@giardinodellalloro.it,http://www.giardinodellalloro.it,accoglienza,Bed and Breakfast,,,,,,,,,3,4,,,"E' situato nel centro storico della città, all'interno del quartiere arabo della kalsa, proprio di fronte la Villa dell'Alloro, a pochi passi dai più rinomati monumenti arabo-normanni di Palermo, vicino alla Galleria regionale di Palazzo Abatellis, alla Piazza Marina con i suoi magnifici Palazzi (Palazzo Chiaramonte-Steri, Palazzo Mirto, Palazzo Fatta), alla chiesa della martarona, ai teatri, alla chiesa della Gancia, facilmente raggiungibile dalla Stazione Centrale, dal Porto e dai terminal delle linee di autobus interregionali. Definito B&B arts, perchè nelle stanze e negli spazi comuni trovano posto tele, fotografie e sculture di artisti siciliani operanti nell'ambito dei movimenti artistici contemporanei. Nel nostro bed & breakfast troverete non solo le descrizione, elegantemente arredate, con colori in tono all'idea che la stanza esprime, ma anche ampi spazi comuni ed un luminoso cortile dove viene servita la colazione e dove ci si ritrova la sera a chiacchierare con i padroni di casa.",Donatella Petronio,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
147,Al Terrazzo Fiorito,"Cortile Rizzuto, 1",,90147,,Palermo - Sferracavallo,,091/30036,,3339298284 - 3473594039,info@bbalterrazzo.it,http://www.bbalterrazzo.it,accoglienza,Bed and Breakfast,,,,,,,,,2,,,,"Il B&B Al Terrazzo Fiorito si trova nell'antico borgo marinaro di Sferracavallo (Km.10 dal centro storico di Palermo , a km.10 dal porto, a km. 18 dall' aereoporto ) , da sempre luogo di villeggiatura e turismo. Sferracavallo offre da sempre una vasta scelta di luoghi da visitare è che ne fanno il posto ideale per gite giornaliere di particolare interesse. Dal B&B Al Terrazzo fiorito sarà facile raggiungere mete turistiche quali Monreale, Cefalù, Erice , Imera, Segesta, Selinunte, ect . grazie ad efficienti servizi pubblici e alla sua posizione strategica. Per una vacanza di assoluto relax, Sferracavallo offre bellezze naturali ineguali come La riserva di Capo Gallo e una moltitudine piccole trattorie dove si possono gustare ottimi piatti tipici a base di frutti di mare e pesce. Il B&B fruisce di uno splendido terrazzo dove i profumi degli agrumi si mescolano quelli dei fioriche copiosi sbocciano nei numerosi vasi.",,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
148,Al Tribunale,"Corso Alberto Amedeo, 190",,90138,,Palermo,,091/846660,,3202237563,altribunale@gmail.com,http://www.altribunale.com,accoglienza,Bed and Breakfast,,,,,,,,,3,,,,"Al tribunale si trova in pieno centro di fronte il Palazzo di Giustizia, proprio a due passi dal Teatro Massimo. Grazie alla sua posizione raggiungerete a piedi tutti i posti di interesse turistico come la maestosa Cattedrale, il Palazzo dei Normanni, la Cappella Palatina, sita all'interno del palazzo stesso, il Politeama, il Mercato delle Pulci, il Mercato del Capo, il variopinto Mercato della Vucciria e tanti altri posti e monumenti che renderanno il vostro soggiorno unico ed indimenticabile. Situato al primo piano di un palazzo anni '30, è composto da 4 stanze (doppie, triple e quadruple), raffinate ed eleganti, caratterizzate da tetti a volta e pavimenti in maioliche antiche. All'interno di ciascuna stanza potrete godere di ogni confort: tv, climatizzatore e bagno in camera. Durante la stagione fredda saremo lieti di servirvi la colazione nella comoda cucina, mentre in estate potrete fruire del giardino contornato da alberi di limoni, nespole e arance in perfetto stile siciliano. Al tribunale è, inoltre, particolarmente indicato per quanti dovranno intrattenersi nel centro di Palermo per motivi di lavoro, poiché potranno raggiungere ogni destinazione con molta semplicità, sia a piedi che con i mezzi pubblici. Per tutti i nostri ospiti sarà possibile usufruire di un parcheggio convenzionato.",Matteo Ciriminna,,,,,,,,,,,,,,,,,,,,,,,,,,b_blue
