id,nome,indirizzo,cap,citta,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzie.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,icon
33,Grand Hotel Piazza Borsa,"Via dei Cartari, 18",90133,Palermo,091320075 - 0916116700,0916116700,,piazzaborsa@piazzaborsa.com,http://www.piazzaborsa.it,accoglienza,,,,,,,,,,4,127,,,,Mario Monforte,,,,,,,,
35,Hotel Columbia Classic,"Via del Celso, 31",90134,Palermo,0916113777,0916023052,,info@hotelcolumbiapalermo.com,http://www.hotelcolumbiapalermo.com,accoglienza,,,,,,,,,,3,,,,"??Ubicato nel cuore del centro storico della citt?? di Palermo, a meno di 300 metri dal Teatro Massimo, Cattedrale, Piazza Pretoria, dai mercati Ballar?? e Vucciria, a due passi dalla celebre piazza dei Quattro Canti. Situato all'interno di un palazzo del '800interamente ristrutturato, l'hotel Columbia offre un ambiente accogliente e corredato di tutti i pi?? moderni comfort.",,,,,,,,,
46,Hotel Plaza Op??ra,"Via N. Gallo, 2",90139,Palermo,0913819026,0913819260,,info@hotelplazaopera.com - ivano.ferazzoli@thehotelsphere.com,http://www.hotelplazaopera.com,accoglienza,,,,,,,,,,4,,2,,"Cosmopolita senza perdere il gusto della tradizione, l'Hotel Plaza Op??ra vanta un'atmosfera unica nel suo genere, in cui un carattere fortemente siciliano si mescola al mood dei pi?? attuali lifestyle hotel. L'hotel, membro di Summit Hotels and Resorts e parte del gruppo The HotelSphere, sorge in via Nicol?? Gallo, alle spalle del teatro Politeama e del viale della Libert??, e rappresenta il fiore all'occhiello di un quartiere in pieno fermento, dove le pi?? esclusive boutique e i migliori ristoranti si alternano alle sedi dei principali uffici, banche e studi professionali. Nella hall si alternano antiquariato, moderno d'autore e le firme del design pi?? all'avanguardia, in un gioco di luci e forme in cui spicca un gusto eclettico e raffinato per il dettaglio; nell'elegante e riservato lounge bar, ci si rilassa sfogliando libri d'arte o sorseggiando un bicchiere di buon vino, mentre la mattina gli ospiti hanno l'opportunit?? di prepararsi ad affrontare la loro giornata con una ricca colazione a buffet che comprende una variet?? di prodotti freschi e locali, sia dolci che salati, insieme a una selezione di salumi e formaggi prelibati. Durante la bella stagione, una splendida terrazza solarium panoramica diventa il luogo ideale dove rilassarsi al sole o sorseggiare un aperitivo al tramonto. Per gli ospiti pi?? esigenti, l'hotel dispone anche di camere superior, pi?? ampie e confortevoli, e camere deluxe, caratterizzate da grandi spazi ed elementi di design contemporaneo. Nelle camere superior e deluxe, tutte dotate di vasca idromassaggio, gli ospiti possono lasciare fuori dalla porta stress e stanchezza, e scivolare in un'atmosfera che invita al relax. Al piano attico si trovano le suite, la Agata e la Corallo. Non si pu?? restare indifferenti alla ricercata e armoniosa eleganza di questi due ambienti d'eccezione: arredi in acero, lampade d'arte, elementi di design europeo, vasca idromassaggio a due posti e terrazza panoramica con solarium privato rendono il soggiorno nelle due suite un'esperienza da vivere all'insegna del gusto. La clientela business trover?? a sua disposizione anche due sale riunioni, rispettivamente da 8 e da 50 posti, dotate delle migliori e pi?? moderne attrezzature, nonch?? di accesso Internet wireless a banda larga. Il moderno minimalismo degli arredi e dell'illuminazione garantisce una cornice sobria e ricercata, ideale per meeting e riunioni di successo. A disposizione esclusiva degli ospiti, l'hotel offre anche un business center, dotato di una postazione da lavoro completa di pc con accesso Internet ad alta velocit??, scanner e stampante, nonch?? di una postazione per riunioni flash fino a un massimo di 4 partecipanti.",,,,,,,,,
47,Hotel Porta Felice,"Via Butera, 35/37",90133,Palermo,0916175678,0916171425,,daniela.fusi@hotelportafelice.it - info@hotelportafelice.it,http://www.hotelportafelice.it,accoglienza,,,,,,,,,,4,,1,,"Situato nel cuore di Palermo, in pieno centro storico, a due passi dai Giardini del Foro Italico, P.zza Marina, via Alloro e Corso Vittorio Emanuele. Tranquillo ed accogliente, nasce dalle fondamenta di un edificio del '700, interamente ristrutturato. La prima colazione ed il servizio bar sono proposti sulla panoramica terrazza dell'ultimo piano da cui ?? possibile ammirare le mura dello splendido Palazzo Steri. Nel Wellness Club al piano terra, si pu?? godere dei servizi di un'area relax dotata di sauna, bagno di vapore, minipiscina con idromassaggio, docce emozionali e trattamenti beauty personalizzati. E' disponibile, inoltre, una sale meeting fino a 25 posti e, su richiesta, parcheggio custodito nei pressi.",,,,,,,,,
55,Mediterraneo,"Via Rosolino Pilo, 43",90139,Palermo,091581133,091586974,,info@hotelmediterraneopa.com - albergomediterraneo@libero.it,http://www.hotelmediterraneopa.com,accoglienza,,,,,,,,,,3,,,,"Affacciato su due tranquille strade nel cuore di Palermo, l'Hotel Mediterraneo sorge tra il Teatro Massimo e Piazza Politeama. Le sistemazioni presentano eleganti pavimenti in parquet e arredi moderni. Al mattino vi attende una variegata colazione a buffet. Il Mediterraneo Hotel si trova nei pressi del porto e di Piazza Politeama, punto di partenza del bus per l'aeroporto e per tutte le visite guidate della citt??. Il personale della reception, aperta 24 ore su 24, sar?? lieto di fornirvi informazioni turistiche e di viaggio. Il Mediterraneo hotel ?? anche una confortevole ed elegante residenza alberghiera.",,,,,,,,,
58,Hotel Palazzo Sitano,"Corso Vittorio Emanuele, 114",90133,Palermo,0916119880,0916622336,,info@hotelpalazzositano.it - booking@palazzositano.it,http://www.palazzositano.it,accoglienza,,,,,,,,,,4,,,,"L'Hotel Palazzo Sitano a Palermo, 4 stelle in Sicilia, si trova nel pieno centro storico di Palermo, a pochi passi da alcuni dei monumenti e delle zone pi?? belle della citt??: Piazza Marina, il Giardino Garibaldi, i Quattro Canti, il Mercato della Vucciria, la Chiesa della Martorana. In posizione ideale per raggiungere a piedi, in pochi minuti i monumenti e i quartieri del centro storico. Ristorante interno caratterizzato da suggestive arcate del loggiato ottocentesco facente parte dell'antico adiacente convento francescano. La sala dispone inoltre di un'ampia area dedicata alla ricca prima colazione a buffet american style. Sala meeting di 85 mq con capacit?? massima di 70 posti e allestimento modulabile dotata delle pi?? moderne attrezzature tecniche. Una piccola area benessere che mette a disposizione bagno turco, sauna, doccia emozionale e zona relax.",,,,,,,,,
60,Ibis Style,"Via F. Crispi, 228",90139,Palermo,091580733,0916111588,,president@shr.it - info@presidenthotelpalermo.it,http://www.presidenthotelpalermo.it,accoglienza,,,,,,,,,,4,129,,,,Michele Scarlato,,,,,,,,
67,Ucciardhome Hotel,"Via E. Albanese, 34",90139,Palermo,091348426,0917302738,,info@hotelucciardhome.com,http://www.hotelucciardhome.it,accoglienza,,,,,,,,,,4,11,,,,Giovanni Ruisi,,,,,,,,
70,Marbela residence,"Via Salvatore Puglisi, 9",90143,Palermo,0916241111,0917212222,,info@marbelaresidence.com,http://www.marbelaresidence.com,accoglienza,,,,,,,,,,3,,,,"Posto in una zona residenziale nella parte nord di Palermo, il Marbela residence dista 10 minuti in auto dal centro citt?? e offre circa 50 unit?? abitative tra appartamenti arredati e corredati e descrizione moderne ed eleganti provviste di TV a schermo piatto e di angolo cottura. Gli appartamenti e le camere sono climatizzate, dotate di cucina attrezzata e di un'area soggiorno e pranzo, con grandi terrazze panoramiche sul Monte Pellegrino e il porto di Palermo, tutte con bagno in camera con vasca e doccia. In ognuna troverete anche una TV satellitare, phon, forno,cassaforte e biancheria completa da letto, bagno e cucina. Il personale ?? disponibile 24 ore su 24 e sar?? lieto di fornirvi il servizio di noleggio auto e biciclette. Il Marbela giace proprio davanti al parco Favorita e a 15 minuti a piedi dal porto di Palermo, da dove partono i traghetti per Genova, Civitavecchia e Salerno.",Giovanni Ucciardi,,,,,,,,
71,Residenza d'Aragona,"Via Ottavio d'Aragona, 25",90139,Palermo,0916622222,0916123592 - 0916622273,,info@residenzadaragona.it,http://www.residenzadaragona.it,accoglienza,,,,,,,,,,4,20,,,,,,,,,,,,
82,Hotel Regina,"Via Vittorio Emanuele, 316",90134,Palermo,0916114216,0916114216,,htregina@gmail.com,http://www.hotelregina.it,accoglienza,,,,,,,,,,1,,,,"HOTEL REGINA:VIVI Palermo con noi! E' un hotel dove si respira aria di casa propria, essendo a conduzione familiare...Saremo a Vostra disposizione, Vi consegneremo una mappa della citta' con i nostri consigli dove mangiare e cosa visitare. 1^ piano di un antico palazzo con Ascensore, l'Hotel Regina sorge nel centro storico di Palermo, tra la Cattedrale e i Quattro Canti e a 1 km dalla stazione ferroviaria. Il Regina Hotel si affaccia sul Cassaro, una delle pi?? antiche vie della citt??, attraversata ogni anno dalla processione di Santa Rosalia.",,,,,,,,,
83,Hotel Vittoria,"Via Maqueda, 8",90134,Palermo,0916162437,0916162432,,albergovittoria@gmail.com,http://www.hotelvittoriapalermo.it,accoglienza,,,,,,,,,,1,,,,"L'hotel Vittoria a Palermo ?? l'ideale per tutti coloro che amano ritrovarsi in un ambiente familiare e lindo usufruendo dei servizi di un hotel superiore al prezzo di una stella! La gestione familiare ed i prezzi contenuti ne fanno il punto di riferimento nel centro della citt?? per veri viaggiatori, studenti, famiglie ed estimatori del turismo tout court. L'hotel si trova in una delle arterie principali di Palermo, in via Maqueda, vicino alla stazione ferroviaria, alla metropolitana ed ai capolinea delle principali linee d'autobus urbani ed extraurbani, ?? possibile infatti oltre a girare facilmente la citt?? con i mezzi pubblici, organizzare un tour dell'Isola low cost. Inoltre saremo lieti di consigliarvi posti tipici e men??, anche per questo potete considerarci... very friendly!",,,,,,,,,
16,Best Western Ai Cavalieri,"Via Sant'Oliva, 8",90141,Palermo,091583282 - 800820080,0916126589,,info@aicavalierihotel.it - aicavalieri.pa@bestwestern.it,http://www.aicavalierihotel.com,accoglienza,,,,,,,,,,4,39,,,,,,,,,,,,
18,Ambasciatori Palermo Hotel,"Via Roma, 111",90133,Palermo,0916166881,0916100105,,booking@ambasciatorihotelpalermo.com,http://www.ambasciatorihotelpalermo.net,accoglienza,,,,,,,,,,3,24,,,,Mario Attinasi,,,,,,,,
22,Baglio Conca D'Oro,"Via Aquino, 19 c/d",90126,Palermo,0916406286 - 0916408710,0916408742,389 0270345,info@baglioconcadoro.it,http://www.hotelbaglioconcadoro.com,accoglienza,,,,,,,,,,4,,,,"Fuori dal caos cittadino, ma solo a pochi km dal centro, alle pendici di Monreale e della splendida Conca D'oro in Contrada Molara, che fino alla fine del '700 era denominata Pietra Molara per la presenza di cave da cui si estraeva il materiale per costruire le macine dei mulini, sorge il Baglio Conca d'Oro alla Cartiera Grande .La Cartiera Grande, era la pi?? grande di tre cartiere che originariamente fabbricavano e confezionavano carta di vario tipo, ed oggi, dopo una attenta ristrutturazione che nel 1998 ha ridato vita all'intero edificio del '700, ospita il Baglio Conca d'Oro, un albergo 4 stelle dove antico charme e moderno comfort si uniscono armoniosamente. Soffitti dipinti, travature lignee, arredi sofisticati e toni solari caratterizzano gli ambienti comuni; le descrizione sono ornate da tendaggi e tessuti coordinati sulle sfumature del rosa, pavimenti in ceramica, il tutto curato nei minimi dettagli per rendere unico ed indimenticabile il soggiorno degli ospiti.",,,,,,,,,
23,Bel 3 Hotel,"Via Ruffo di Calabria, 20",90137,Palermo - Baida,091223560,0916734571,339 4157964,info@bel3.com,http://www.bel3.com,accoglienza,,,,,,,,,,3,67,,," l'Hotel Bel3 ?? situato sulla collina di Baida ad 8 km dal centro di Palermo ed offre una vista panoramica su tutta la citt??. ?? Dotato di una grande terrazza solarium con piscina e vasca jacuzzi panoramica, inoltre l'hotel dispone di un ristorante con specialit?? siciliane e pizzeria, una palestra, un parcheggio gratuito, una sala biliardo e una sala meeting. Tutte le 67 spaziose descrizione godono di vista panoramica su Palermo, sono dotate di balcone, telefono, tv, frigobar, cassaforte, aria condizionata, bagno con vasca o doccia, asciugacapelli e connessione internet WIFI gratuito.",,,,,,,,,
24,Bellevue del Golfo,"Via Plauto, 40",90148,Palermo - Sferracavallo,091530083 - 091530618,091530666,,hotelbellevue@msn.com,http://www.hotelbellevuepalermo.com,accoglienza,,,,,,,,,,3,40,,,,Livio Paduano,,,,,,,,
26,Casena dei Colli Hotel residence,"Via Villa Rosato, 20/22",90146,Palermo,0916889771,0916889779,,info@casenadeicolli.it - direzione@casenadeicolli.it,http://www.casenadeicolli.it,accoglienza,,,,,,,,,,3,93,,,,Giorgio Valdesi,,,,,,,,
38,Hotel Europa,"Via Agrigento, 3",90141,Palermo,0916256323,0916259209,,info@hoteleuropapalermo.it,http://www.hoteleuropapalermo.it,accoglienza,,,,,,,,,,3,73,,,,Umberto Di Mariano,,,,,,,,
42,Giardino Inglese Hotel,"Via Libert??, 63",90143,Palermo,0916251295,091300687,,hotelgiardinoinglese@resigest.com,http://www.hoteldelgiardinoinglese.com,accoglienza,,,,,,,,,,4,25,1,,,Girolamo Liga,,,,,,,,
45,Orleans Hotel,"via Monfenera, 106",90128,Palermo,0916688940 - 0916570611,0916456039,,info@casamarconi.it,http://www.hotelorleans.it,accoglienza,,,,,,,,,,3,,,,"Ricavato dal sapiente restauro di una villa padronale di fine 800, con un inaspettato giardino interno, lontano dai rumori del traffico, dove il profumo di arance e limoni si confonde con quello del gelsomino, il nuovissimo Hotel Orleans si apre ai visitatori di questa splendida citt??. L'arredamento accogliente ed ovattato delle sue descrizione, la tv satellitare, l'internet WI-FI, il salottino con internet point, creano un oasi di pace e di relax nel cuore della citt??. A 300 m dall'omonima stazione della metropolitana collegata all'aeroporto, a poca distanza dalla stazione centrale, dal palazzo reale e dalla cattedrale, l'Hotel Orleans ?? il punto di riferimento per chiunque voglia addentrarsi per i diversi itinerari che si snodano per la citt??, senza rinunziare al silenzio ed alla tranquillit??.",,,,,,,,,
51,Hotel Villa Esperia,"Viale Margherita di Savoia, 53",90151,Palermo - Mondello,0916840717,0916841508,,info@hotelvillaesperia.it,http://www.hotelvillaesperia.it,accoglienza,,,,,,,,,,3,22,,,,Vittorio Petruso,,,,,,,,
56,Mercure Palermo Centro,"Via Mariano Stabile, 112",90139,Palermo,091324911,0916116822,335 6041636 - 335 7592395,direzione@mercurepa.com - booking@mercurepa.com,http://www.mercure.com,accoglienza,,,,,,,,,,4,93,,,,Marcello Manca,,,,,,,,
61,Principe di Villafranca,"Via G. Turrisi Colonna, 4",90141,Palermo,0916118523,091588705,,info@principedivillafranca.it,http://www.principedivillafranca.it,accoglienza,,,,,,,,,,4,,,,"Aperto nel 1998 e completamente rinnovato nel 2010, l'Hotel Principe di Villafranca sorge nel cuore del quartiere pi?? eclettico e moderno di Palermo, in cui le firme della moda pi?? esclusiva vivono accanto ai centri della finanza e degli affari. A pochi passi dal viale della Libert??, verdissimo boulevard che taglia in due il centro della citt??, e dalla maestosa Piazza Politeama, l'hotel, parte del gruppo The HotelSphere, rappresenta un sofisticato angolo di quiete in cui ritemprarsi a pochi passi dal fermento cittadino. Un'atmosfera nobile e raffinata pervade le aree comuni: nella hall e nei saloni, i colori chiari e luminosi degli ambienti mettono in risalto le tinte primarie dei preziosi tessuti, mentre capolavori degli antichi mobilieri siciliani si alternano a quadri d'autore e originali pezzi di antiquariato. Gli ospiti potranno immergersi nella lettura in biblioteca, sorseggiando una tazza di th??, o conversare nella sala camino; il lounge bar, decorato con dettagli liberty e illuminazione di design, ?? il luogo ideale dove bere un calice dei migliori vini siciliani e nazionali, mentre la sala colazione, sobria e ariosa, ?? perfetta per iniziare la giornata con una ricca variet?? di prodotti freschi e locali, dolci e salati. Nelle 32 camere, gli ospiti saranno trasportati in una dimensione pura e senza tempo, dal fascino indimenticabile. Le forme essenziali degli arredi e delle lampade, realizzati in finiture materiche come la resina, il cemento e l'acciaio spazzolato, vengono sottolineate sapientemente dal total white degli ambienti e dai toni decisi delle tele dell'artista locale Simona Cavaglieri. L'hotel dispone anche di eleganti junior suite, rese uniche da opere di arte contemporanea, lampade d'arte e ambienti insoliti e privati, in cui gli ospiti potranno trascorrere un soggiorno d'eccezione. L'hotel dispone di due sale riunioni dallo stile inconfondibile, la sala Gattopardo e la sala Paliotto, dotate delle pi?? moderne tecnologie. Adatte ad ospitare meeting rispettivamente fino a 20 e 100 persone, le sale sono arredate con splendidi mobili di antiquariato siciliano e confortevoli sedute, e riflettono la ricercata eleganza dell'albergo.",,,,,,,,,
62,Quinto Canto,"Via Vittorio Emanuele, 310",90134,Palermo,091584913,0917574117,335 8296734,info@quintocantohotel.com,http://www.quintocantohotel.com,accoglienza,,,,,,,,,,4,20,,,,Giovanni Ruisi,,,,,,,,
183,Cult'n sea,"Via San Sebastiano, 13",90133,Palermo,0915018547,,3203370471,cultnseapalermo@hotmail.com,,accoglienza,,,,,,,,,,3,1,,,,,,,,,,,,
187,Della Lungarini,"Via T.R.1, 7",90100,Palermo,0917573085,,3475065577,info@lungarini.com,http://www.dellalungarini.com,accoglienza,,,,,,,,,,2,2,,,,,,,,,,,,
190,Dolce dormire,"P.zza G. Amendola, 43",90141,Palermo,0915080389,,3496606783,dolcedormirepalermo@hotmail.com,http://www.dolcedormirepalermo.com,accoglienza,,,,,,,,,,3,3,,,,,,,,,,,,
196,Giuspa,"Via Valerio Villareale, 28",90141,Palermo,0918889514,,,giuspa_house@yahoo.com,http://www.b-bgiuspa.com,accoglienza,,,,,,,,,,2,3,,,,Giuseppina La Manna,,,,,,,,
228,Montereale,"C.so Calatafimi, 1096",90131,Palermo,0916688066,,3339211794,mauro64@neomedia.it,,accoglienza,,,,,,,,,,3,2,,,,,,,,,,,,
245,Palermo Centro,"P.zza Giulio Cesare, 44",90127,Palermo,,,3802007852,info@palermobedandbreakfastcentro.it,http://www.palermobedandbreakfastcentro.it,accoglienza,,,,,,,,,,3,3,,,,,,,,,,,,
246,Palermo Felix,Via Niccol?? Machiavelli,90127,Palermo,0912530421,,3388529705,info@bbpalermofelix.com,http://www.bbpalermofelix.com,accoglienza,,,,,,,,,,3,,,,"Palermo Felix Bed & Breakfast, di nuovissima realizzazione, offre un'ambiente moderno, confortevole e funzionale. E' a due passi dal Policlinico Giaccone, dall'Universit??, e dai principali monumenti turistici: Cappella Palatina, Cattedrale, San Giovanni degli Eremiti. E' la struttura pi?? vicina all'Ospedale Policlinico ed ?? vicinisima al restante polo sanitario dell'Ospedale dei Bambini, Civico, Ismett. Si offre, poi, come soluzione ideale per soggiorni di studio, lavoro, turismo. In pochi minuti piedi si raggiunge la Metro Orleans (collegamento con l'aeroporto di Punta Rais), la Stazione Centrale FFSS, il terminal bus per l'aeroporto e dei bus regionali. il Palermo Felix Bed & Breakfast, dispone di tre descrizione da letto, ciascuna dotata del proprio bagno ad uso esclusivo con doccia e phon. Tutte le camere dispongono di connessione Wi-Fi gratuita e climatizzazione indipendente. A libero uso degli ospiti la sala colazione.",,,,,,,,,
266,Villa Antonietta,"Via Principe di Pantelleria, 12",90146,Palermo,0916884403,,,info@villantonietta.it,http://www.villantonietta.it,accoglienza,,,,,,,,,,2,3,,,,,,,,,,,,
268,Villa Maurigi,"Via Agnetta, 91",90126,Palermo,091331101,,3336378050,a.tioli@tiscali.it,http://www.villamaurigi.it,accoglienza,,,,,,,,,,2,2,,,,,,,,,,,,
269,Villa Partanna,"Via Asilo infantile Sella, 24",90151,Palermo - Mondello,0916840509 - 091451610,,,,,accoglienza,,,,,,,,,,3,2,,,,,,,,,,,,
270,White,"Via Rosario Gregorio, 36",90123,Palermo,0915506119,,3389143692,info@bbwhite.it,http://www.bbwhite.it,accoglienza,,,,,,,,,,3,2,,,,,,,,,,,,
271,Palermo Mare,"Via Torretta, 7",90147,Palermo,0919740078,,3496103555,palermomare@live.it,http://www.palermomare.it,accoglienza,,,,,,,,,,3,1,,,,,,,,,,,,
197,Gli Aristogatti,"Via Bari, 18",90133,Palermo,0912736785,,3358114120,info@gliaristogatti.com,http://www.gliaristogatti.com,accoglienza,,,,,,,,,,3,,,,"Il B&B Gli Aristogatti, cosi' denominato in virtu' della grande passione dei proprietari per i gatti, e' ubicato in un raffinato appartamento, appena ristrutturato, sito nel cuore del centro storico di Palermo. Il B&B Gli Aristogatti si pone come scopo primario quello di fornire in un'atmosfera cordiale e accogliente, un servizio di alto livello che consenta di godere di comfort tipicamente alberghieri, seppur con i prezzi e la semplicita' di un B&B. L'appartamento dispone di grandi e luminose descrizione elegantemente arredate e dotate di ogni comfort. La centralissima posizione del nostro B&B, vicinissimo sia al porto che alla stazione centrale consente ai visitatori di raggiungere comodamente a piedi i piu' importanti siti monumentali della citta' quali La Cattedrale, Il Teatro Massimo, il Teatro Politeama, gli antichi e pittoreschi mercati cittadini del Capo e della Vucciria, nonche' il fulcro della movida notturna palermitana viaggiando alla scoperta del ricco patrimonio storico, artistico e culturale della nostra bella citta'. La vicinanza della Via Roma e della Via Maqueda, strade commerciali e ricche di negozi alla moda, rende il B&B Gli Aristogatti luogo, altresi', ideale per chi voglia, invece, divertirsi con lo shopping.",,,,,,,,,
229,Museo Salinas,"Via orologio, 9",90133,Palermo,0917657247,,3476791587,bebmuseosalinas@gmail.com,http://www.beb-museosalinas.it,accoglienza,,,,,,,,,,3,2,,,,,,,,,,,,
232,Nim??a,"Via Maqueda, 7",90133,Palermo,0918437223,,3478877794,info@bbnimia.com,http://www.bbnimia.com,accoglienza,,,,,,,,,,2,3,,,,,,,,,,,,
233,Nonna Angela,"Via Carini, 25",90138,Palermo,091335042,,3477903942,marigtp@inwind.it,,accoglienza,,,,,,,,,,3,2,,,,,,,,,,,,
237,O'Sci??,"Via Garibaldi, 8",90133,Palermo,0916177950,,,info@bb-oscia.it,http://www.bb-oscia.it,accoglienza,,,,,,,,,,3,4,,,,,,,,,,,,
267,Villa Artemide,"Via Apollo, 4",90151,Palermo - Mondello,091451968,,,villartemide@virgilio.it,http://www.villartemide.com,accoglienza,,,,,,,,,,3,3,,,,,,,,,,,,
205,Il Mezzanino del Gattopardo,"Via Alloro, 145",90133,Palermo,,,3334771703,ilmezz.gattopardo@tiscali.it,,accoglienza,,,,,,,,,,3,1,,,,,,,,,,,,
212,La Casa dei Colori,"Via Cosmo Guastella, 5",90127,Palermo,0917920084,,3475225130,bblacasadeicolori@libero.it,,accoglienza,,,,,,,,,,2,,,,"Ci troviamo a circa 350 metri dalla stazione centrale dei treni, punto di snodo della citt??, da dove partono e arrivano i principali mezzi di trasporto pubblico da e per l'aeroporto Punta Raisi, interno citt??, paesi limitrofi come Cefal?? e localit?? balneari come Mondello. La sua posizione permette agli ospiti di raggiungere facilmente il centro storico della citt?? con i suoi innumerevoli monumenti (quattro Canti, Piazza Pretoria, Museo Archeologico Nazionale, Teatro Massimo, Teatro Politeama ecc.) e di usufruire agevolmente dei vari mezzi di trasporto pubblici. Inoltre i visitatori potranno vivere a due passi dal B&B i luoghi della movida notturna palermitana. Il B&B ?? stato ristrutturato e ammodernato nel 2011. L'appartamento ha mantenuto tetti e pavimenti nella loro condizione originaria. Le bellissime maioliche compongono un tappeto nelle descrizione, con i soffitti dipinti a mano. Il bed and breakfast La casa dei colori si trova al terzo piano di un palazzo senza ascensore, costruito nel 1928.",,,,,,,,,
215,La Casa di Zoe,"Via Roma, 171",90133,Palermo,,,3934907236 - 3925080969,lacasadizoe@hotmail.it,http://www.lacasadizoe.it,accoglienza,,,,,,,,,,3,3,,,,,,,,,,,,
217,La Galleria,"Via Croce Rossa, 118",90146,Palermo,,,3479479649,lagalleriapalermo@gmail.com,,accoglienza,,,,,,,,,,3,,,,"Il B&B La Galleria??, situato nella zona residenziale adiacente allo Stadio Renzo Barbera e all'ospedale Villa Sofia, si trova nella posizione strategica ottimale per raggiungere il centro storico, la stazione centrale, l'aeroporto e la spiaggia di Mondello. L'appartamento, posto al secondo piano di un edificio prospiciente a un lussureggiante viale alberato, si trova in un'area abitativa che gode di numerosi servizi e ottimi collegamenti sia urbani che extraurbani. La Galleria ?? un nuovissimo B&B nato dallo spirito di iniziativa di Mauro, operatore sociale e pittore. Le sue opere, infatti, originali e personalissime, sono esposte, proprio come in una galleria d'arte, lungo le pareti ampie e luminose di tutti gli ambienti dell'appartamento",,,,,,,,,
219,Le Terrazze,"Via P. Novelli, 14",90134,Palermo,0916520866,,,leterrazze_palermo@yahoo.it,http://www.leterrazzebb.it,accoglienza,,,,,,,,,,3,,,,"Questo B&B tre stelle de charme si trova nel cuore del centro storico di Palermo, proprio di fronte alla Cattedrale, in un edificio ricco di testimonianze del continuo succedersi di importanti civilt?? in questa parte della citt??, chiamata paleapolis: ruderi punici nel sottosuolo, mura medievali a grandi blocchi al piano terra, su fino al secondo e terzo piano, con ambienti decorati da stucchi e affreschi del '600 e del '700. I monumenti pi?? importanti della citt?? sono raggiungibili a piedi. Monreale pu?? essere visitata utilizzando un autobus delle linee urbane che ha una fermata di fronte alla Cattedrale. I mezzi pi?? comodi e veloci per spostarsi negli altri luoghi di interesse turistico della Sicilia sono gli autobus extraurbani e la stazione di partenza dista 15 minuti a piedi dal B&B. Via Pietro Novelli ?? uno dei luoghi pi?? sicuri della citt??: su di essa si affaccia l'edificio che ?? sede della Questura e della Squadra Mobile della Polizia.",,,,,,,,,
223,Maxim,"Via Mariano Stabile, 136",90139,Palermo,0919765471,,,prenotazioni@bbmaxim.it,http://www.bbmaxim.it,accoglienza,,,,,,,,,,3,5,,,,,,,,,,,,
230,Namast??,"Via Houel, 30",90138,Palermo,,,3294149448 - 3495322629,bbnamaste@libero.it,http://www.namaste.com,accoglienza,,,,,,,,,,2,3,,,,,,,,,,,,
261,Teatro Massimo,"Via Orologio, 31",90133,Palermo,0916197653,,3388323334,bbteatromassimo@alice.it,http://www.bedbreakfastpalermo.it,accoglienza,,,,,,,,,,1,,,,"Bed and breakfast Teatro Massimo ?? una dimora elegante nel cuore di Palermo, situato a soli 50 metri dal famoso Teatro Massimo, nella zona pedonale del centro storico. Il palazzo storico che ospita il B&B ?? totalmente restaurato ed ?? dotato di ascensore.",,,,,,,,,
181,Cleopatra,Foro Umberto I,90133,Palermo,0916169638,,,info@cleopatrabb.it,http://www.cleopatrabb.it,accoglienza,,,,,,,,,,3,2,,,,,,,,,,,,
182,Coffee and the city,"Via Mariano Stabile, 37",90139,Palermo,,,3349611681,info@coffeandthecity.it,http://www.coffeandthecity.it,accoglienza,,,,,,,,,,3,3,,,,,,,,,,,,
185,David's Room,"Via Roma, 62",90133,Palermo,0916164931,,3319759434,info@bbdavidsroom.com,http://www.bbdavidsroom.com,accoglienza,,,,,,,,,,3,4,,,,,,,,,,,,
208,Jerry House,"Via V. Di Marco, 28",90143,Palermo,0915079802,,3281548071,jerryhouse@gmail.com,,accoglienza,,,,,,,,,,3,1,,,,,,,,,,,,
210,L'Olivella,"Via Bara all'Olivella, 67",90133,Palermo,0916110288,,,info@olivellabb.it,http://www.olivellabb.it,accoglienza,,,,,,,,,,3,,,,"L'Olivella ?? un b&b familiare situato nell'omonimo quartiere storico di Palermo, fra il museo archeologico A. Salinas e il Teatro Massimo. Grazie alla sua posizione strategica risulta ideale per visitare la citt?? ed ?? inoltre facilmente raggiungibile con i mezzi che collegano Palermo all'aeroporto Falcone e Borsellino. Particolare cura ?? dedicata al rituale della prima colazione, servita tutte le mattine nell'elegante sala da pranzo che conserva ancora il suo originale fascino. Potrete gustare dolci genuini e specialit?? locali.",,,,,,,,,
