accoglienza.sale_meeting,consolato.orari.apertura,cap,consolato.console,agenzia.intestazione,accoglienza.direttore,accoglienza.residences,id,tipi_specifici,divertimento-e-ristoro.orari.note,accoglienza.descrizione,accoglienza.stelle,divertimento-e-ristoro.cucina,consolato.pec,citta,fax,indirizzo,telefono,web,consolato.orari.note,divertimento-e-ristoro.orari.apertura,tipi,divertimento-e-ristoro.orari.giorni,consolato.orari.giorni,consolato.stato,email,divertimento-e-ristoro.orari.chiusura,accoglienza.gestione,accoglienza.camere,nome,divertimento-e-ristoro.informazioni,consolato.orari.chiusura,mobile
6,,90142,,,Lanfranco Rizzo,,21,hotel,,"Il 4 stelle Astoria Palace Hotel vanta la calda ospitalit?? siciliana, in un punto strategico della citt?? di Palermo. L'hotel ?? facilmente raggiungibile dal porto e dal centro della citt??. Le 320 descrizione sono arredate con gusto e con tutti i comfort moderni tra cui TV satellitare, connessione Internet e minibar. Sono disponibili Junior Suite e camere comunicanti per coloro che desiderano extra lusso e maggiore spazio. L'Astoria Palace Hotel dispone di 4 ristoranti diversi, con un menu ricco di specialit?? locali e piatti internazionali. L'eleganza e la sobriet?? delle sale e la professionalit?? del personale garantiscono un piacevole momento per chi si ferma a colazione, pranzo o cena. Il relax e la cura di s?? non mancano all'Astoria Palace Hotel. Gli ospiti potranno accedere al centro fitness o prenotare un massaggio nel centro benessere. Nei giorni di sole, ?? aperto il solarium in terrazza con vasche idromassaggio, sedie a sdraio e una spettacolare vista sulla citt??. L'Astoria Palace ?? inoltre specialista in eventi. Ognuna delle 8 sale congressi pu?? essere adattata a stili diversi per soddisfare qualunque esigenza. Le sale combinate ospitano fino a 650 persone. Il team qualificato in conferenze ed eventi garantir?? la realizzazione di un evento di successo. Questo hotel ?? una scelta perfetta per gli ospiti che desiderano esplorare Palermo soggiornando in un ambiente prestigioso e confortevole.",4,,,Palermo,0916372178,Astoria Palace Hotel,800893344 - 0916281111,http://www.ghshotels.it,,,accoglienza,,,,booking@ghshotels.it - astoria@ghshotels.it,,,326,Astoria Palace Hotel,,,
,,90139,,,Alessandro Innocenti,,30,hotel,,,4,,,Palermo,091342139,Excelsior Hilton Palermo,0917909001,http://www.excelsior-palermo.com,,,accoglienza,,,,res.excelsiorpalermo@hilton.com,,,119,Excelsior Hilton Palermo,,,
,,90133,,,Mario Monforte,,33,hotel,,,4,,,Palermo,0916116700,Grand Hotel Piazza Borsa,091320075 - 0916116700,http://www.piazzaborsa.it,,,accoglienza,,,,piazzaborsa@piazzaborsa.com,,,127,Grand Hotel Piazza Borsa,,,
,,90134,,,,,35,hotel,,"??Ubicato nel cuore del centro storico della citt?? di Palermo, a meno di 300 metri dal Teatro Massimo, Cattedrale, Piazza Pretoria, dai mercati Ballar?? e Vucciria, a due passi dalla celebre piazza dei Quattro Canti. Situato all'interno di un palazzo del '800interamente ristrutturato, l'hotel Columbia offre un ambiente accogliente e corredato di tutti i pi?? moderni comfort.",3,,,Palermo,0916023052,Hotel Columbia Classic,0916113777,http://www.hotelcolumbiapalermo.com,,,accoglienza,,,,info@hotelcolumbiapalermo.com,,,,Hotel Columbia Classic,,,
2,,90139,,,,,46,hotel,,"Cosmopolita senza perdere il gusto della tradizione, l'Hotel Plaza Op??ra vanta un'atmosfera unica nel suo genere, in cui un carattere fortemente siciliano si mescola al mood dei pi?? attuali lifestyle hotel. L'hotel, membro di Summit Hotels and Resorts e parte del gruppo The HotelSphere, sorge in via Nicol?? Gallo, alle spalle del teatro Politeama e del viale della Libert??, e rappresenta il fiore all'occhiello di un quartiere in pieno fermento, dove le pi?? esclusive boutique e i migliori ristoranti si alternano alle sedi dei principali uffici, banche e studi professionali. Nella hall si alternano antiquariato, moderno d'autore e le firme del design pi?? all'avanguardia, in un gioco di luci e forme in cui spicca un gusto eclettico e raffinato per il dettaglio; nell'elegante e riservato lounge bar, ci si rilassa sfogliando libri d'arte o sorseggiando un bicchiere di buon vino, mentre la mattina gli ospiti hanno l'opportunit?? di prepararsi ad affrontare la loro giornata con una ricca colazione a buffet che comprende una variet?? di prodotti freschi e locali, sia dolci che salati, insieme a una selezione di salumi e formaggi prelibati. Durante la bella stagione, una splendida terrazza solarium panoramica diventa il luogo ideale dove rilassarsi al sole o sorseggiare un aperitivo al tramonto. Per gli ospiti pi?? esigenti, l'hotel dispone anche di camere superior, pi?? ampie e confortevoli, e camere deluxe, caratterizzate da grandi spazi ed elementi di design contemporaneo. Nelle camere superior e deluxe, tutte dotate di vasca idromassaggio, gli ospiti possono lasciare fuori dalla porta stress e stanchezza, e scivolare in un'atmosfera che invita al relax. Al piano attico si trovano le suite, la Agata e la Corallo. Non si pu?? restare indifferenti alla ricercata e armoniosa eleganza di questi due ambienti d'eccezione: arredi in acero, lampade d'arte, elementi di design europeo, vasca idromassaggio a due posti e terrazza panoramica con solarium privato rendono il soggiorno nelle due suite un'esperienza da vivere all'insegna del gusto. La clientela business trover?? a sua disposizione anche due sale riunioni, rispettivamente da 8 e da 50 posti, dotate delle migliori e pi?? moderne attrezzature, nonch?? di accesso Internet wireless a banda larga. Il moderno minimalismo degli arredi e dell'illuminazione garantisce una cornice sobria e ricercata, ideale per meeting e riunioni di successo. A disposizione esclusiva degli ospiti, l'hotel offre anche un business center, dotato di una postazione da lavoro completa di pc con accesso Internet ad alta velocit??, scanner e stampante, nonch?? di una postazione per riunioni flash fino a un massimo di 4 partecipanti.",4,,,Palermo,0913819260,Hotel Plaza Op??ra,0913819026,http://www.hotelplazaopera.com,,,accoglienza,,,,info@hotelplazaopera.com - ivano.ferazzoli@thehotelsphere.com,,,,Hotel Plaza Op??ra,,,
1,,90133,,,,,47,hotel,,"Situato nel cuore di Palermo, in pieno centro storico, a due passi dai Giardini del Foro Italico, P.zza Marina, via Alloro e Corso Vittorio Emanuele. Tranquillo ed accogliente, nasce dalle fondamenta di un edificio del '700, interamente ristrutturato. La prima colazione ed il servizio bar sono proposti sulla panoramica terrazza dell'ultimo piano da cui ?? possibile ammirare le mura dello splendido Palazzo Steri. Nel Wellness Club al piano terra, si pu?? godere dei servizi di un'area relax dotata di sauna, bagno di vapore, minipiscina con idromassaggio, docce emozionali e trattamenti beauty personalizzati. E' disponibile, inoltre, una sale meeting fino a 25 posti e, su richiesta, parcheggio custodito nei pressi.",4,,,Palermo,0916171425,Hotel Porta Felice,0916175678,http://www.hotelportafelice.it,,,accoglienza,,,,daniela.fusi@hotelportafelice.it - info@hotelportafelice.it,,,,Hotel Porta Felice,,,
,,90139,,,,,55,hotel,,"Affacciato su due tranquille strade nel cuore di Palermo, l'Hotel Mediterraneo sorge tra il Teatro Massimo e Piazza Politeama. Le sistemazioni presentano eleganti pavimenti in parquet e arredi moderni. Al mattino vi attende una variegata colazione a buffet. Il Mediterraneo Hotel si trova nei pressi del porto e di Piazza Politeama, punto di partenza del bus per l'aeroporto e per tutte le visite guidate della citt??. Il personale della reception, aperta 24 ore su 24, sar?? lieto di fornirvi informazioni turistiche e di viaggio. Il Mediterraneo hotel ?? anche una confortevole ed elegante residenza alberghiera.",3,,,Palermo,091586974,Mediterraneo,091581133,http://www.hotelmediterraneopa.com,,,accoglienza,,,,info@hotelmediterraneopa.com - albergomediterraneo@libero.it,,,,Mediterraneo,,,
,,90133,,,,,58,hotel,,"L'Hotel Palazzo Sitano a Palermo, 4 stelle in Sicilia, si trova nel pieno centro storico di Palermo, a pochi passi da alcuni dei monumenti e delle zone pi?? belle della citt??: Piazza Marina, il Giardino Garibaldi, i Quattro Canti, il Mercato della Vucciria, la Chiesa della Martorana. In posizione ideale per raggiungere a piedi, in pochi minuti i monumenti e i quartieri del centro storico. Ristorante interno caratterizzato da suggestive arcate del loggiato ottocentesco facente parte dell'antico adiacente convento francescano. La sala dispone inoltre di un'ampia area dedicata alla ricca prima colazione a buffet american style. Sala meeting di 85 mq con capacit?? massima di 70 posti e allestimento modulabile dotata delle pi?? moderne attrezzature tecniche. Una piccola area benessere che mette a disposizione bagno turco, sauna, doccia emozionale e zona relax.",4,,,Palermo,0916622336,Hotel Palazzo Sitano,0916119880,http://www.palazzositano.it,,,accoglienza,,,,info@hotelpalazzositano.it - booking@palazzositano.it,,,,Hotel Palazzo Sitano,,,
,,90139,,,Michele Scarlato,,60,hotel,,,4,,,Palermo,0916111588,Ibis Style,091580733,http://www.presidenthotelpalermo.it,,,accoglienza,,,,president@shr.it - info@presidenthotelpalermo.it,,,129,Ibis Style,,,
,,90139,,,Giovanni Ruisi,,67,hotel,,,4,,,Palermo,0917302738,Ucciardhome Hotel,091348426,http://www.hotelucciardhome.it,,,accoglienza,,,,info@hotelucciardhome.com,,,11,Ucciardhome Hotel,,,
,,90143,,,Giovanni Ucciardi,,70,hotel,,"Posto in una zona residenziale nella parte nord di Palermo, il Marbela residence dista 10 minuti in auto dal centro citt?? e offre circa 50 unit?? abitative tra appartamenti arredati e corredati e descrizione moderne ed eleganti provviste di TV a schermo piatto e di angolo cottura. Gli appartamenti e le camere sono climatizzate, dotate di cucina attrezzata e di un'area soggiorno e pranzo, con grandi terrazze panoramiche sul Monte Pellegrino e il porto di Palermo, tutte con bagno in camera con vasca e doccia. In ognuna troverete anche una TV satellitare, phon, forno,cassaforte e biancheria completa da letto, bagno e cucina. Il personale ?? disponibile 24 ore su 24 e sar?? lieto di fornirvi il servizio di noleggio auto e biciclette. Il Marbela giace proprio davanti al parco Favorita e a 15 minuti a piedi dal porto di Palermo, da dove partono i traghetti per Genova, Civitavecchia e Salerno.",3,,,Palermo,0917212222,Marbela residence,0916241111,http://www.marbelaresidence.com,,,accoglienza,,,,info@marbelaresidence.com,,,,Marbela residence,,,
,,90139,,,,,71,hotel,,,4,,,Palermo,0916123592 - 0916622273,Residenza d'Aragona,0916622222,http://www.residenzadaragona.it,,,accoglienza,,,,info@residenzadaragona.it,,,20,Residenza d'Aragona,,,
,,90134,,,,,82,hotel,,"HOTEL REGINA:VIVI Palermo con noi! E' un hotel dove si respira aria di casa propria, essendo a conduzione familiare...Saremo a Vostra disposizione, Vi consegneremo una mappa della citta' con i nostri consigli dove mangiare e cosa visitare. 1^ piano di un antico palazzo con Ascensore, l'Hotel Regina sorge nel centro storico di Palermo, tra la Cattedrale e i Quattro Canti e a 1 km dalla stazione ferroviaria. Il Regina Hotel si affaccia sul Cassaro, una delle pi?? antiche vie della citt??, attraversata ogni anno dalla processione di Santa Rosalia.",1,,,Palermo,0916114216,Hotel Regina,0916114216,http://www.hotelregina.it,,,accoglienza,,,,htregina@gmail.com,,,,Hotel Regina,,,
,,90134,,,,,83,hotel,,"L'hotel Vittoria a Palermo ?? l'ideale per tutti coloro che amano ritrovarsi in un ambiente familiare e lindo usufruendo dei servizi di un hotel superiore al prezzo di una stella! La gestione familiare ed i prezzi contenuti ne fanno il punto di riferimento nel centro della citt?? per veri viaggiatori, studenti, famiglie ed estimatori del turismo tout court. L'hotel si trova in una delle arterie principali di Palermo, in via Maqueda, vicino alla stazione ferroviaria, alla metropolitana ed ai capolinea delle principali linee d'autobus urbani ed extraurbani, ?? possibile infatti oltre a girare facilmente la citt?? con i mezzi pubblici, organizzare un tour dell'Isola low cost. Inoltre saremo lieti di consigliarvi posti tipici e men??, anche per questo potete considerarci... very friendly!",1,,,Palermo,0916162432,Hotel Vittoria,0916162437,http://www.hotelvittoriapalermo.it,,,accoglienza,,,,albergovittoria@gmail.com,,,,Hotel Vittoria,,,
,,90141,,,,,16,hotel,,,4,,,Palermo,0916126589,Best Western Ai Cavalieri,091583282 - 800820080,http://www.aicavalierihotel.com,,,accoglienza,,,,info@aicavalierihotel.it - aicavalieri.pa@bestwestern.it,,,39,Best Western Ai Cavalieri,,,
,,90133,,,Mario Attinasi,,18,hotel,,,3,,,Palermo,0916100105,Ambasciatori Palermo Hotel,0916166881,http://www.ambasciatorihotelpalermo.net,,,accoglienza,,,,booking@ambasciatorihotelpalermo.com,,,24,Ambasciatori Palermo Hotel,,,
,,90126,,,,,22,hotel,,"Fuori dal caos cittadino, ma solo a pochi km dal centro, alle pendici di Monreale e della splendida Conca D'oro in Contrada Molara, che fino alla fine del '700 era denominata Pietra Molara per la presenza di cave da cui si estraeva il materiale per costruire le macine dei mulini, sorge il Baglio Conca d'Oro alla Cartiera Grande .La Cartiera Grande, era la pi?? grande di tre cartiere che originariamente fabbricavano e confezionavano carta di vario tipo, ed oggi, dopo una attenta ristrutturazione che nel 1998 ha ridato vita all'intero edificio del '700, ospita il Baglio Conca d'Oro, un albergo 4 stelle dove antico charme e moderno comfort si uniscono armoniosamente. Soffitti dipinti, travature lignee, arredi sofisticati e toni solari caratterizzano gli ambienti comuni; le descrizione sono ornate da tendaggi e tessuti coordinati sulle sfumature del rosa, pavimenti in ceramica, il tutto curato nei minimi dettagli per rendere unico ed indimenticabile il soggiorno degli ospiti.",4,,,Palermo,0916408742,Baglio Conca D'Oro,0916406286 - 0916408710,http://www.hotelbaglioconcadoro.com,,,accoglienza,,,,info@baglioconcadoro.it,,,,Baglio Conca D'Oro,,,389 0270345
,,90137,,,,,23,hotel,," l'Hotel Bel3 ?? situato sulla collina di Baida ad 8 km dal centro di Palermo ed offre una vista panoramica su tutta la citt??. ?? Dotato di una grande terrazza solarium con piscina e vasca jacuzzi panoramica, inoltre l'hotel dispone di un ristorante con specialit?? siciliane e pizzeria, una palestra, un parcheggio gratuito, una sala biliardo e una sala meeting. Tutte le 67 spaziose descrizione godono di vista panoramica su Palermo, sono dotate di balcone, telefono, tv, frigobar, cassaforte, aria condizionata, bagno con vasca o doccia, asciugacapelli e connessione internet WIFI gratuito.",3,,,Palermo - Baida,0916734571,Bel 3 Hotel,091223560,http://www.bel3.com,,,accoglienza,,,,info@bel3.com,,,67,Bel 3 Hotel,,,339 4157964
,,90148,,,Livio Paduano,,24,hotel,,,3,,,Palermo - Sferracavallo,091530666,Bellevue del Golfo,091530083 - 091530618,http://www.hotelbellevuepalermo.com,,,accoglienza,,,,hotelbellevue@msn.com,,,40,Bellevue del Golfo,,,
,,90146,,,Giorgio Valdesi,,26,hotel,,,3,,,Palermo,0916889779,Casena dei Colli Hotel residence,0916889771,http://www.casenadeicolli.it,,,accoglienza,,,,info@casenadeicolli.it - direzione@casenadeicolli.it,,,93,Casena dei Colli Hotel residence,,,
,,90141,,,Umberto Di Mariano,,38,hotel,,,3,,,Palermo,0916259209,Hotel Europa,0916256323,http://www.hoteleuropapalermo.it,,,accoglienza,,,,info@hoteleuropapalermo.it,,,73,Hotel Europa,,,
1,,90143,,,Girolamo Liga,,42,hotel,,,4,,,Palermo,091300687,Giardino Inglese Hotel,0916251295,http://www.hoteldelgiardinoinglese.com,,,accoglienza,,,,hotelgiardinoinglese@resigest.com,,,25,Giardino Inglese Hotel,,,
,,90128,,,,,45,hotel,,"Ricavato dal sapiente restauro di una villa padronale di fine 800, con un inaspettato giardino interno, lontano dai rumori del traffico, dove il profumo di arance e limoni si confonde con quello del gelsomino, il nuovissimo Hotel Orleans si apre ai visitatori di questa splendida citt??. L'arredamento accogliente ed ovattato delle sue descrizione, la tv satellitare, l'internet WI-FI, il salottino con internet point, creano un oasi di pace e di relax nel cuore della citt??. A 300 m dall'omonima stazione della metropolitana collegata all'aeroporto, a poca distanza dalla stazione centrale, dal palazzo reale e dalla cattedrale, l'Hotel Orleans ?? il punto di riferimento per chiunque voglia addentrarsi per i diversi itinerari che si snodano per la citt??, senza rinunziare al silenzio ed alla tranquillit??.",3,,,Palermo,0916456039,Orleans Hotel,0916688940 - 0916570611,http://www.hotelorleans.it,,,accoglienza,,,,info@casamarconi.it,,,,Orleans Hotel,,,
,,90151,,,Vittorio Petruso,,51,hotel,,,3,,,Palermo - Mondello,0916841508,Hotel Villa Esperia,0916840717,http://www.hotelvillaesperia.it,,,accoglienza,,,,info@hotelvillaesperia.it,,,22,Hotel Villa Esperia,,,
,,90139,,,Marcello Manca,,56,hotel,,,4,,,Palermo,0916116822,Mercure Palermo Centro,091324911,http://www.mercure.com,,,accoglienza,,,,direzione@mercurepa.com - booking@mercurepa.com,,,93,Mercure Palermo Centro,,,335 6041636 - 335 7592395
,,90141,,,,,61,hotel,,"Aperto nel 1998 e completamente rinnovato nel 2010, l'Hotel Principe di Villafranca sorge nel cuore del quartiere pi?? eclettico e moderno di Palermo, in cui le firme della moda pi?? esclusiva vivono accanto ai centri della finanza e degli affari. A pochi passi dal viale della Libert??, verdissimo boulevard che taglia in due il centro della citt??, e dalla maestosa Piazza Politeama, l'hotel, parte del gruppo The HotelSphere, rappresenta un sofisticato angolo di quiete in cui ritemprarsi a pochi passi dal fermento cittadino. Un'atmosfera nobile e raffinata pervade le aree comuni: nella hall e nei saloni, i colori chiari e luminosi degli ambienti mettono in risalto le tinte primarie dei preziosi tessuti, mentre capolavori degli antichi mobilieri siciliani si alternano a quadri d'autore e originali pezzi di antiquariato. Gli ospiti potranno immergersi nella lettura in biblioteca, sorseggiando una tazza di th??, o conversare nella sala camino; il lounge bar, decorato con dettagli liberty e illuminazione di design, ?? il luogo ideale dove bere un calice dei migliori vini siciliani e nazionali, mentre la sala colazione, sobria e ariosa, ?? perfetta per iniziare la giornata con una ricca variet?? di prodotti freschi e locali, dolci e salati. Nelle 32 camere, gli ospiti saranno trasportati in una dimensione pura e senza tempo, dal fascino indimenticabile. Le forme essenziali degli arredi e delle lampade, realizzati in finiture materiche come la resina, il cemento e l'acciaio spazzolato, vengono sottolineate sapientemente dal total white degli ambienti e dai toni decisi delle tele dell'artista locale Simona Cavaglieri. L'hotel dispone anche di eleganti junior suite, rese uniche da opere di arte contemporanea, lampade d'arte e ambienti insoliti e privati, in cui gli ospiti potranno trascorrere un soggiorno d'eccezione. L'hotel dispone di due sale riunioni dallo stile inconfondibile, la sala Gattopardo e la sala Paliotto, dotate delle pi?? moderne tecnologie. Adatte ad ospitare meeting rispettivamente fino a 20 e 100 persone, le sale sono arredate con splendidi mobili di antiquariato siciliano e confortevoli sedute, e riflettono la ricercata eleganza dell'albergo.",4,,,Palermo,091588705,Principe di Villafranca,0916118523,http://www.principedivillafranca.it,,,accoglienza,,,,info@principedivillafranca.it,,,,Principe di Villafranca,,,
,,90134,,,Giovanni Ruisi,,62,hotel,,,4,,,Palermo,0917574117,Quinto Canto,091584913,http://www.quintocantohotel.com,,,accoglienza,,,,info@quintocantohotel.com,,,20,Quinto Canto,,,335 8296734
,,90133,,,,,183,"bed and breakfast, B&B",,,3,,,Palermo,,Cult'n sea,0915018547,,,,accoglienza,,,,cultnseapalermo@hotmail.com,,,1,Cult'n sea,,,3203370471
,,90100,,,,,187,"bed and breakfast, B&B",,,2,,,Palermo,,Della Lungarini,0917573085,http://www.dellalungarini.com,,,accoglienza,,,,info@lungarini.com,,,2,Della Lungarini,,,3475065577
,,90141,,,,,190,"bed and breakfast, B&B",,,3,,,Palermo,,Dolce dormire,0915080389,http://www.dolcedormirepalermo.com,,,accoglienza,,,,dolcedormirepalermo@hotmail.com,,,3,Dolce dormire,,,3496606783
,,90141,,,Giuseppina La Manna,,196,"bed and breakfast, B&B",,,2,,,Palermo,,Giuspa,0918889514,http://www.b-bgiuspa.com,,,accoglienza,,,,giuspa_house@yahoo.com,,,3,Giuspa,,,
,,90131,,,,,228,"bed and breakfast, B&B",,,3,,,Palermo,,Montereale,0916688066,,,,accoglienza,,,,mauro64@neomedia.it,,,2,Montereale,,,3339211794
,,90127,,,,,245,"bed and breakfast, B&B",,,3,,,Palermo,,Palermo Centro,,http://www.palermobedandbreakfastcentro.it,,,accoglienza,,,,info@palermobedandbreakfastcentro.it,,,3,Palermo Centro,,,3802007852
,,90127,,,,,246,"bed and breakfast, B&B",,"Palermo Felix Bed & Breakfast, di nuovissima realizzazione, offre un'ambiente moderno, confortevole e funzionale. E' a due passi dal Policlinico Giaccone, dall'Universit??, e dai principali monumenti turistici: Cappella Palatina, Cattedrale, San Giovanni degli Eremiti. E' la struttura pi?? vicina all'Ospedale Policlinico ed ?? vicinisima al restante polo sanitario dell'Ospedale dei Bambini, Civico, Ismett. Si offre, poi, come soluzione ideale per soggiorni di studio, lavoro, turismo. In pochi minuti piedi si raggiunge la Metro Orleans (collegamento con l'aeroporto di Punta Rais), la Stazione Centrale FFSS, il terminal bus per l'aeroporto e dei bus regionali. il Palermo Felix Bed & Breakfast, dispone di tre descrizione da letto, ciascuna dotata del proprio bagno ad uso esclusivo con doccia e phon. Tutte le camere dispongono di connessione Wi-Fi gratuita e climatizzazione indipendente. A libero uso degli ospiti la sala colazione.",3,,,Palermo,,Palermo Felix,0912530421,http://www.bbpalermofelix.com,,,accoglienza,,,,info@bbpalermofelix.com,,,,Palermo Felix,,,3388529705
,,90146,,,,,266,"bed and breakfast, B&B",,,2,,,Palermo,,Villa Antonietta,0916884403,http://www.villantonietta.it,,,accoglienza,,,,info@villantonietta.it,,,3,Villa Antonietta,,,
,,90126,,,,,268,"bed and breakfast, B&B",,,2,,,Palermo,,Villa Maurigi,091331101,http://www.villamaurigi.it,,,accoglienza,,,,a.tioli@tiscali.it,,,2,Villa Maurigi,,,3336378050
,,90151,,,,,269,"bed and breakfast, B&B",,,3,,,Palermo - Mondello,,Villa Partanna,0916840509 - 091451610,,,,accoglienza,,,,,,,2,Villa Partanna,,,
,,90123,,,,,270,"bed and breakfast, B&B",,,3,,,Palermo,,White,0915506119,http://www.bbwhite.it,,,accoglienza,,,,info@bbwhite.it,,,2,White,,,3389143692
,,90147,,,,,271,"bed and breakfast, B&B",,,3,,,Palermo,,Palermo Mare,0919740078,http://www.palermomare.it,,,accoglienza,,,,palermomare@live.it,,,1,Palermo Mare,,,3496103555
,,90133,,,,,197,"bed and breakfast, B&B",,"Il B&B Gli Aristogatti, cosi' denominato in virtu' della grande passione dei proprietari per i gatti, e' ubicato in un raffinato appartamento, appena ristrutturato, sito nel cuore del centro storico di Palermo. Il B&B Gli Aristogatti si pone come scopo primario quello di fornire in un'atmosfera cordiale e accogliente, un servizio di alto livello che consenta di godere di comfort tipicamente alberghieri, seppur con i prezzi e la semplicita' di un B&B. L'appartamento dispone di grandi e luminose descrizione elegantemente arredate e dotate di ogni comfort. La centralissima posizione del nostro B&B, vicinissimo sia al porto che alla stazione centrale consente ai visitatori di raggiungere comodamente a piedi i piu' importanti siti monumentali della citta' quali La Cattedrale, Il Teatro Massimo, il Teatro Politeama, gli antichi e pittoreschi mercati cittadini del Capo e della Vucciria, nonche' il fulcro della movida notturna palermitana viaggiando alla scoperta del ricco patrimonio storico, artistico e culturale della nostra bella citta'. La vicinanza della Via Roma e della Via Maqueda, strade commerciali e ricche di negozi alla moda, rende il B&B Gli Aristogatti luogo, altresi', ideale per chi voglia, invece, divertirsi con lo shopping.",3,,,Palermo,,Gli Aristogatti,0912736785,http://www.gliaristogatti.com,,,accoglienza,,,,info@gliaristogatti.com,,,,Gli Aristogatti,,,3358114120
,,90133,,,,,229,"bed and breakfast, B&B",,,3,,,Palermo,,Museo Salinas,0917657247,http://www.beb-museosalinas.it,,,accoglienza,,,,bebmuseosalinas@gmail.com,,,2,Museo Salinas,,,3476791587
,,90133,,,,,232,"bed and breakfast, B&B",,,2,,,Palermo,,Nim??a,0918437223,http://www.bbnimia.com,,,accoglienza,,,,info@bbnimia.com,,,3,Nim??a,,,3478877794
,,90138,,,,,233,"bed and breakfast, B&B",,,3,,,Palermo,,Nonna Angela,091335042,,,,accoglienza,,,,marigtp@inwind.it,,,2,Nonna Angela,,,3477903942
,,90133,,,,,237,"bed and breakfast, B&B",,,3,,,Palermo,,O'Sci??,0916177950,http://www.bb-oscia.it,,,accoglienza,,,,info@bb-oscia.it,,,4,O'Sci??,,,
,,90151,,,,,267,"bed and breakfast, B&B",,,3,,,Palermo - Mondello,,Villa Artemide,091451968,http://www.villartemide.com,,,accoglienza,,,,villartemide@virgilio.it,,,3,Villa Artemide,,,
,,90133,,,,,205,"bed and breakfast, B&B",,,3,,,Palermo,,Il Mezzanino del Gattopardo,,,,,accoglienza,,,,ilmezz.gattopardo@tiscali.it,,,1,Il Mezzanino del Gattopardo,,,3334771703
,,90127,,,,,212,"bed and breakfast, B&B",,"Ci troviamo a circa 350 metri dalla stazione centrale dei treni, punto di snodo della citt??, da dove partono e arrivano i principali mezzi di trasporto pubblico da e per l'aeroporto Punta Raisi, interno citt??, paesi limitrofi come Cefal?? e localit?? balneari come Mondello. La sua posizione permette agli ospiti di raggiungere facilmente il centro storico della citt?? con i suoi innumerevoli monumenti (quattro Canti, Piazza Pretoria, Museo Archeologico Nazionale, Teatro Massimo, Teatro Politeama ecc.) e di usufruire agevolmente dei vari mezzi di trasporto pubblici. Inoltre i visitatori potranno vivere a due passi dal B&B i luoghi della movida notturna palermitana. Il B&B ?? stato ristrutturato e ammodernato nel 2011. L'appartamento ha mantenuto tetti e pavimenti nella loro condizione originaria. Le bellissime maioliche compongono un tappeto nelle descrizione, con i soffitti dipinti a mano. Il bed and breakfast La casa dei colori si trova al terzo piano di un palazzo senza ascensore, costruito nel 1928.",2,,,Palermo,,La Casa dei Colori,0917920084,,,,accoglienza,,,,bblacasadeicolori@libero.it,,,,La Casa dei Colori,,,3475225130
,,90133,,,,,215,"bed and breakfast, B&B",,,3,,,Palermo,,La Casa di Zoe,,http://www.lacasadizoe.it,,,accoglienza,,,,lacasadizoe@hotmail.it,,,3,La Casa di Zoe,,,3934907236 - 3925080969
,,90146,,,,,217,"bed and breakfast, B&B",,"Il B&B La Galleria??, situato nella zona residenziale adiacente allo Stadio Renzo Barbera e all'ospedale Villa Sofia, si trova nella posizione strategica ottimale per raggiungere il centro storico, la stazione centrale, l'aeroporto e la spiaggia di Mondello. L'appartamento, posto al secondo piano di un edificio prospiciente a un lussureggiante viale alberato, si trova in un'area abitativa che gode di numerosi servizi e ottimi collegamenti sia urbani che extraurbani. La Galleria ?? un nuovissimo B&B nato dallo spirito di iniziativa di Mauro, operatore sociale e pittore. Le sue opere, infatti, originali e personalissime, sono esposte, proprio come in una galleria d'arte, lungo le pareti ampie e luminose di tutti gli ambienti dell'appartamento",3,,,Palermo,,La Galleria,,,,,accoglienza,,,,lagalleriapalermo@gmail.com,,,,La Galleria,,,3479479649
,,90134,,,,,219,"bed and breakfast, B&B",,"Questo B&B tre stelle de charme si trova nel cuore del centro storico di Palermo, proprio di fronte alla Cattedrale, in un edificio ricco di testimonianze del continuo succedersi di importanti civilt?? in questa parte della citt??, chiamata paleapolis: ruderi punici nel sottosuolo, mura medievali a grandi blocchi al piano terra, su fino al secondo e terzo piano, con ambienti decorati da stucchi e affreschi del '600 e del '700. I monumenti pi?? importanti della citt?? sono raggiungibili a piedi. Monreale pu?? essere visitata utilizzando un autobus delle linee urbane che ha una fermata di fronte alla Cattedrale. I mezzi pi?? comodi e veloci per spostarsi negli altri luoghi di interesse turistico della Sicilia sono gli autobus extraurbani e la stazione di partenza dista 15 minuti a piedi dal B&B. Via Pietro Novelli ?? uno dei luoghi pi?? sicuri della citt??: su di essa si affaccia l'edificio che ?? sede della Questura e della Squadra Mobile della Polizia.",3,,,Palermo,,Le Terrazze,0916520866,http://www.leterrazzebb.it,,,accoglienza,,,,leterrazze_palermo@yahoo.it,,,,Le Terrazze,,,
,,90139,,,,,223,"bed and breakfast, B&B",,,3,,,Palermo,,Maxim,0919765471,http://www.bbmaxim.it,,,accoglienza,,,,prenotazioni@bbmaxim.it,,,5,Maxim,,,
,,90138,,,,,230,"bed and breakfast, B&B",,,2,,,Palermo,,Namast??,,http://www.namaste.com,,,accoglienza,,,,bbnamaste@libero.it,,,3,Namast??,,,3294149448 - 3495322629
